Country,City,AQI_value,AQI_category,CO_AQI_value,CO_AQI_category,Ozone_AQI_value,Ozone_AQI_category,NO2_AQI_value,NO2_AQI_category,PM2_5_AQI_value,PM2_5_AQI_category,latitude,longitude,Description
United States of America,Spanish Fork,20,Good,0,Good,16,Good,8,Good,20,Good,40.1101,-111.6405,"""No description provided"""
Jamaica,Spanish Town,103,Unhealthy for Sensitive Groups,1,Good,19,Good,3,Good,103,Unhealthy for Sensitive Groups,17.9959,-76.9551,"""Spanish Town is the capital and the largest town in the parish of St. Catherine in the historic county of Middlesex, Jamaica. It was the Spanish and British capital of Jamaica from 1534 until 1872. The town is home to numerous memorials, the national archives, and one of the oldest Anglican churches outside England."""
United States of America,Stanton,93,Moderate,3,Good,10,Good,29,Good,93,Moderate,33.8003,-117.9935,"""No description provided"""
Germany,Stockach,42,Good,1,Good,25,Good,2,Good,42,Good,47.8514,9.0114,"""Stockach is a town in the district of Konstanz, in southern Baden-Württemberg, Germany."""
China,Baicheng,130,Unhealthy for Sensitive Groups,4,Good,27,Good,9,Good,130,Unhealthy for Sensitive Groups,23.901,106.6194,"""Baicheng is a prefecture-level city in the northwestern part of Jilin province, China, bordering Inner Mongolia to the north and west and Heilongjiang to the east and northeast. At the 2010 census, 2,033,058 people lived within its administrative area of 25,683 km2 (9,916 sq mi)."""
Democratic Republic of the Congo,Bandundu,63,Moderate,2,Good,32,Good,0,Good,63,Moderate,-3.3167,17.3667,"""No description provided"""
United States of America,Barberton,50,Good,1,Good,40,Good,1,Good,50,Good,41.0095,-81.6037,"""No description provided"""
Russian Federation,Barnaul,49,Good,1,Good,21,Good,12,Good,49,Good,53.3333,83.75,"""Barnaul is the largest city and administrative centre of Altai Krai, Russia, located at the confluence of the Barnaulka and Ob Rivers in the West Siberian Plain. As of the 2021 census, its population was 630,877, making it the 20th-largest city in Russia and the fourth-largest in the Siberian Federal District."""
Italy,Battipaglia,64,Moderate,1,Good,64,Moderate,0,Good,52,Moderate,40.6167,14.9833,"""Battipaglia is a municipality (comune) in the province of Salerno, Campania, south-western Italy. Battipaglia gained notoriety when during his visit in 1987, US President Ronald Reagan, prompted, said: “If I had to live in one place for the rest of my life, it probably wouldn’t be Battipaglia. It sure is nice, though.” Battipaglia is also known for being the birthplace of legendary flute players Alfredo Giacca, Rodolfo Calabria, Giacomo D’Andrea, and Giacinto Miceli."""
United States of America,Bay Village,56,Moderate,1,Good,36,Good,2,Good,56,Moderate,41.4851,-81.9317,"""No description provided"""
United States of America,Beachwood,55,Moderate,1,Good,37,Good,2,Good,55,Moderate,41.4759,-81.503,"""No description provided"""
United States of America,Beatrice,43,Good,1,Good,43,Good,1,Good,37,Good,40.2736,-96.7455,"""No description provided"""
Italy,Beinasco,77,Moderate,1,Good,54,Moderate,0,Good,77,Moderate,45.0167,7.5833,"""Beinasco is a comune (municipality) in the Metropolitan City of Turin in the Italian region Piedmont, located about 11 km (7 mi) southwest of Turin."""
Cuba,Bejucal,43,Good,1,Good,43,Good,0,Good,31,Good,22.9328,-82.3869,"""Bejucal is a municipality and town in the Mayabeque Province of Cuba. It was founded in 1713. It is well known as the terminal station of the first railroad built in Cuba and Latin America in 1837. It also hosts one of the most popular and traditional carnival fest in Cuba: 'Charangas de Bejucal'. Bejucal has also been known as a telecommunications site, hosting broadcasts of several news and media networks. It was also host to Soviet nuclear warheads during the Cuban Missile Crisis. Bejucal also hosts a signals intelligence listening station operated by the People's Liberation Army Third Department of the Joint Staff Department."""
France,Belfort,63,Moderate,1,Good,49,Good,0,Good,63,Moderate,47.64,6.85,"""Belfort is a city in northeastern France, situated approximately 25 km (16 mi) from the Swiss border. It is the prefecture of the Territoire de Belfort."""
United States of America,Bellflower,138,Unhealthy for Sensitive Groups,3,Good,14,Good,24,Good,138,Unhealthy for Sensitive Groups,33.888,-118.1271,"""No description provided"""
Ukraine,Berehove,61,Moderate,1,Good,52,Moderate,0,Good,61,Moderate,48.2025,22.6375,"""Berehove is a city in Zakarpattia Oblast, western Ukraine. It is situated near the border with Hungary."""
India,Bhainsa,173,Unhealthy,2,Good,29,Good,5,Good,173,Unhealthy,19.1,77.9667,"""Bhainsa is a town in Nirmal district of the Indian state of Telangana. It is the headquarters of Bhainsa mandal and Bhainsa revenue division. It is bordered with Bhokar taluk, Nanded district, Maharashtra State on west and Nizamabad district on South. Bhainsa is located at 19.1000°N 77.9667°E. It has an average elevation of 363 meters (1194 feet)."""
Brazil,Bicas,36,Good,0,Good,23,Good,0,Good,36,Good,-21.725,-43.0589,"""Bicas is a Brazilian municipality in the state of Minas Gerais. As of 2020 its population is estimated to be 14,554 inhabitants."""
France,Blagnac,44,Good,1,Good,38,Good,1,Good,44,Good,43.6364,1.3906,"""Blagnac is a commune of the greater Toulouse area in the Haute-Garonne department in southwestern France. The city hosts the aviation museum Aeroscopia."""
United States of America,Blaine,51,Moderate,1,Good,30,Good,2,Good,51,Moderate,45.1696,-93.2077,"""No description provided"""
Germany,Bobingen,66,Moderate,1,Good,58,Moderate,0,Good,66,Moderate,48.2667,10.8167,"""Bobingen is a town in Bavaria, Germany. It lies on the rivers Wertach and Singold, on the edge of the Augsburg-Westliche Wälder Nature Park, in Augsburg District, some 13 km south of Augsburg itself."""
Democratic Republic of the Congo,Bolobo,59,Moderate,2,Good,20,Good,0,Good,59,Moderate,-2.1667,16.2333,"""Bolobo is a town on the Congo River in Mai-Ndombe Province in the western part of the Democratic Republic of the Congo (DRC). It is the administrative center of Bolobo Territory. As of 2009 it had an estimated population of 31,366."""
Kazakhstan,Boralday,79,Moderate,2,Good,15,Good,11,Good,79,Moderate,43.3603,76.8578,"""Boralday is a town located some 5 kilometres to the north of Almaty in Almaty Region of south-eastern Kazakhstan. The airport Boraldai Airport is located in the southeast part of the town. It is connected by road to Chemolgan."""
Democratic Republic of the Congo,Bosobolo,60,Moderate,1,Good,21,Good,0,Good,60,Moderate,4.1833,19.9,"""Bosobolo is a small town in Nord-Ubangi Province of northern Democratic Republic of the Congo. As of 2009 it had an estimated population of 16,397. It is the administrative center of Bosobolo territory."""
Brazil,Botucatu,74,Moderate,1,Good,21,Good,1,Good,74,Moderate,-22.8858,-48.445,"""Botucatu is a city in the southeastern region of Brazil and is located 224.8 km (139.7 mi) from São Paulo, the capital of the state of São Paulo. It has an estimated population of 148,130 in an area of 1,482.64 km2 (572 sq mi). It lies on the top of a plateau. Botucatu became a village in 1855, and a city in 1876."""
France,Bourges,58,Moderate,1,Good,38,Good,0,Good,58,Moderate,47.0844,2.3964,"""Bourges is a commune in central France on the river Yèvre. It is the capital of the department of Cher, and also was the capital city of the former province of Berry."""
Italy,Bressanone,54,Moderate,1,Good,43,Good,0,Good,54,Moderate,46.7165,11.6579,"""Brixen is a town and commune in South Tyrol, northern Italy, located about 40 kilometres (25 mi) north of Bolzano."""
United States of America,Bridgeview,58,Moderate,1,Good,35,Good,4,Good,58,Moderate,41.7403,-87.8067,"""Bridgeview is a village in Cook County, Illinois, United States. It is located approximately 15 miles (24 km) southwest of the Chicago Loop. As of the 2020 census, the village population was 17,027."""
Gambia,Brikama,162,Unhealthy,1,Good,33,Good,0,Good,162,Unhealthy,13.2667,-16.65,"""Brikama is one of the largest cities in the Gambia. It is also called 'Satey Ba' by the locals, meaning 'big town'. It lies southwest of the country's capital, Banjul. Brikama is the headquarters of the Brikama Local Government Area, and is the largest city in the region containing over twenty five wards with a population of over 100,000. As per the 2013 census, the population of Brikama LGA is 730,895."""
Switzerland,Burgdorf,51,Moderate,1,Good,46,Good,0,Good,51,Moderate,52.45,10.0083,"""No description provided"""
Italy,Cadoneghe,87,Moderate,1,Good,63,Moderate,0,Good,87,Moderate,45.45,11.9333,"""Cadoneghe is a town and comune in the province of Padua, in the Veneto region of northern Italy. The town is approximately 50 kilometres (31 mi) from Venice, the capital of the region. The city is situated on the Brenta River."""
Colombia,Caicedonia,71,Moderate,1,Good,25,Good,1,Good,71,Moderate,4.3333,-75.8333,"""Caicedonia is a town and municipality located in the Department of Valle del Cauca, Colombia, situated about 172 km from the capital Cali. Founded in 1910 by Daniel Gutierrez, Juan Bautista Angely and a group of settlers from Antioquia, Caldas, and Tolima, it was named after Lisandro Caicedo and became a municipality in 1923. Mostly mountainous, its economy is based on agriculture and commerce, its main exports are corn, coffee, sugarcane and bananas. Given its location on the border with the Quindío Department, only 35 km from that department's capital, Armenia, Caicedonia belongs ethnographically and culturally to the Paisa region."""
Italy,Caivano,71,Moderate,1,Good,71,Moderate,0,Good,56,Moderate,40.95,14.3,"""Caivano is a city and comune (municipality) in the Metropolitan City of Naples in the Italian region Campania, located about 14 km northeast of Naples."""
Italy,Camaiore,74,Moderate,1,Good,74,Moderate,0,Good,36,Good,43.9333,10.3,"""Camaiore is a city and comune of 32,513 inhabitants within the province of Lucca, Tuscany, central-western Italy. It stretches from the Apuan Alps to the east, to the plains and the coast of Versilia to the west."""
Colombia,Campoalegre,27,Good,1,Good,6,Good,0,Good,27,Good,2.6867,-75.3256,"""Campoalegre is a town and municipality in the Huila Department, Colombia."""
Brazil,Campos Belos,20,Good,0,Good,20,Good,0,Good,18,Good,-13.0369,-46.7719,"""Campos Belos is a municipality in northeastern Goiás state, Brazil. It is a commercial center for a vast area in the northeast of the state."""
Italy,Camposampiero,86,Moderate,1,Good,60,Moderate,0,Good,86,Moderate,45.5667,11.9333,"""Camposampiero is a town and comune in the province of Padua, Veneto, northern Italy. The 15th-century Santuario del Noce, a Roman Catholic chapel dedicated to Anthony of Padua, is located in Camposampiero."""
Brazil,Capanema,22,Good,0,Good,19,Good,0,Good,22,Good,-1.1958,-47.1808,"""No description provided"""
Spain,Carballo,30,Good,1,Good,30,Good,3,Good,28,Good,43.2167,-8.6833,"""Carballo is a municipality in the province of A Coruña, in the autonomous community of Galicia, in northwestern Spain. The town is the thirteenth most populated municipality in the region and it belongs to the comarca of Bergantiños, serving as its capital."""
Philippines,Cardona,120,Unhealthy for Sensitive Groups,2,Good,30,Good,6,Good,120,Unhealthy for Sensitive Groups,14.4861,121.2289,"""No description provided"""
Switzerland,Carouge,60,Moderate,1,Good,42,Good,0,Good,60,Moderate,46.1833,6.1333,"""Carouge is a municipality in the Canton of Geneva, Switzerland."""
United States of America,Casa Grande,80,Moderate,1,Good,14,Good,9,Good,80,Moderate,32.9069,-111.7624,"""Casa Grande is a city in Pinal County, approximately halfway between Phoenix and Tucson, in the U.S. state of Arizona. According to the 2020 census, the population of the city was 55,653. It is named after the Casa Grande Ruins National Monument which is actually located in Coolidge. Casa Grande is Spanish for 'big house'. Among resident English speakers, there is no consensus on how to pronounce the city's name."""
United States of America,Cedar Falls,53,Moderate,1,Good,39,Good,1,Good,53,Moderate,42.5195,-92.4536,"""No description provided"""
Italy,Certaldo,80,Moderate,1,Good,80,Moderate,0,Good,40,Good,43.5478,11.0411,"""Certaldo is a town and comune (municipality) of Tuscany, Italy, in the Metropolitan City of Florence, located in the middle of Valdelsa. It is about 35 kilometres (22 mi) southwest of the Florence Cathedral, and 40 minutes by rail north of Siena."""
Pakistan,Chitral,71,Moderate,1,Good,7,Good,1,Good,71,Moderate,35.8511,71.7889,"""Chitral is a city situated on the Chitral River in northern area of Khyber Pakhtunkhwa. It serves as the capital of the Lower Chitral District, and was previously the capital of Chitral District, and before that the capital of Chitral princely state. The region was encompassed into West Pakistan between the years 1969 and 1972. It has a population of 49,780 per the 2017 census."""
